,0
787,4629.66
788,1689.25
789,628.27
790,4318.62
791,900.29
792,4803.63
793,516.67
794,1361.25
795,5237.2
796,2854.01
797,6590.46
798,14048.91
799,567.57
800,667.94
801,1512.34
802,739.25
803,12662.08
804,701.27
805,1406.31
806,1784.36
807,1943.49
808,694.99
809,567.55
810,592.04
811,4202.12
812,602.23
813,1770.77
814,1066.6
815,6167.73
816,5045.23
817,5664.71
818,1993.42
819,582.29
820,4801.22
821,1632.76
822,4194.95
823,3549.22
824,554.77
825,1379.19
826,782.92
827,1663.13
828,6381.51
829,3682.5
830,2642.67
831,4551.2
832,507.79
833,2293.19
834,5289.98
835,10988.02
836,503.12
837,5429.38
838,1612.91
839,7799.93
840,1189.26
841,2271.83
842,595.72
843,1889.53
844,2819.08
845,9368.85
846,904.1
847,1986.14
848,15144.34
849,584.28
850,1514.91
851,8190.33
852,1067.95
853,417.81
854,4891.99
855,2238.22
856,2002.45
857,1913.08
858,1365.82
859,6390.75
860,12966.1
861,1759.61
862,2296.12
863,723.91
864,743.73
865,674.37
866,2358.19
867,689.84
868,11058.33
869,2251.75
870,2378.75
871,979.74
872,14727.63
873,2068.88
874,761.31
875,1384.59
876,1171.28
877,825.89
878,1886.62
879,9838.54
880,2554.79
881,4209.46
882,5687.15
883,747.4
884,2896.95
885,5453.88
886,847.37
887,441.01
888,617.85
889,1081.16
890,7257.91
891,604.04
892,2950.39
893,1008.59
894,4754.49
895,793.43
896,3700.57
897,948.97
898,546.71
899,3500.13
900,4286.1
901,822.82
902,4941.1
903,634.37
904,913.36
905,1044.73
906,2887.21
907,2208.61
908,3940.72
909,9264.69
910,5432.9
911,661.41
912,10275.17
913,7579.68
914,1704.39
915,9770.91
916,9761.65
917,13261.43
918,8360.21
919,670.67
920,983.12
921,3339.4
922,3959.31
923,520.75
924,17304.93
925,4049.63
926,6077.4
927,752.37
928,3068.79
929,722.78
930,3478.41
931,3082.42
932,753.05
933,4022.44
934,4216.85
935,1004.5
936,926.82
937,634.37
938,4148.95
939,456.08
940,5911.94
941,3610.99
942,1751.94
943,587.01
944,586.13
945,4080.68
946,848.64
947,913.06
948,9242.94
949,9015.35
950,709.34
951,433.13
952,2764.73
953,568.44
954,729.53
955,6733.35
956,4666.4
957,9021.93
958,2273.13
959,932.8
960,1741.63
961,7577.81
962,734.36
963,2273.51
964,1056.59
965,9282.99
966,3117.36
967,5232.45
968,6867.77
969,5067.21
970,10697.97
971,2774.86
972,14604.58
973,1013.4
974,4344.38
975,971.96
976,1620.47
977,5332.07
978,1722.36
979,2153.73
980,8201.41
981,523.97
982,1791.25
983,1336.75
984,3039.95
985,17002.9
986,2488.33
987,1208.675
988,1581.12
989,2250.11
990,2585.16
991,2313.69
992,2465.86
993,683.99
994,4162.01
995,1123.45
996,633.47
997,852.47
998,768.39
999,868.19
1000,4644.69
1001,9575.23
1002,1080.46
1003,1711.5
1004,2729.06
1005,606.94
1006,1229.98
1007,4412.25
1008,584.54
1009,2790.62
1010,6325.63
1011,920.4
1012,473.75
1013,6885.21
1014,7624.35
1015,585.09
1016,6707.99
1017,729.4
1018,4244.94
1019,4657.24
1020,10429.63
1021,2089.27
1022,1253.5
1023,1216.53
1024,819.21
1025,16611.12
1026,858.47
1027,3493.12
1028,877.96
1029,1640.2
1030,597.1
1031,665.66
1032,5105.27
1033,3863.28
1034,499.32
1035,1479.86
1036,682.04
1037,6389.84
1038,508.76
1039,10736.97
1040,9426.55
1041,1039.26
1042,10535.32
1043,4108.86
1044,14553.98
1045,606.08
1046,5479.7
1047,729.49
1048,705.72
1049,1454.59
1050,5888.47
1051,3876.92
1052,3794.97
1053,10116.69
1054,10938.9
1055,4931.54
1056,15655.35
1057,4918.09
1058,1776.07
1059,9450.04
1060,1977.52
1061,1713.99
1062,5869.95
1063,5054.14
1064,1056.14
1065,13720.44
1066,7156.09
1067,735.25
1068,650.2
1069,11957.23
1070,740.93
1071,7285.35
1072,1291.11
1073,1384.12
1074,5724.51
1075,1370.64
1076,473.57
1077,12434.9
1078,963.23
1079,1544.61
1080,1774.4
1081,4909.25
1082,14023.0
1083,6176.59
1084,705.8
1085,865.62
1086,13310.48
1087,3758.39
1088,846.67
1089,15572.73
1090,7580.77
1091,6944.19
1092,4166.17
1093,447.71
1094,4483.62
1095,14085.95
1096,530.44
1097,5347.25
1098,547.7
1099,2768.17
1100,945.25
1101,417.17
1102,894.33
1103,12401.25
1104,1172.42
1105,692.7
1106,845.47
1107,2389.36
1108,1775.44
1109,3119.3
1110,1715.82
1111,14376.78
1112,1984.03
1113,2004.97
1114,10638.17
1115,472.56
1116,2316.7
1117,6205.5
1118,2660.78
1119,1814.91
1120,4609.74
1121,3521.65
1122,1251.19
1123,1824.16
1124,837.18
1125,600.33
1126,4525.83
1127,1013.09
1128,862.79
1129,16666.21
1130,4347.9
1131,4670.48
1132,7995.62
1133,2341.89
1134,542.98
1135,573.41
1136,553.63
1137,829.03
1138,666.67
1139,1183.83
1140,792.41
1141,916.44
1142,1387.71
1143,4865.05
1144,598.85
1145,2782.11
1146,1771.62
1147,5387.87
1148,8689.68
1149,16154.31
1150,798.84
1151,5647.93
1152,6812.87
1153,3869.06
1154,689.14
1155,9865.38
1156,2925.9
1157,2735.27
1158,621.99
1159,6759.11
1160,8587.52
1161,5315.4
1162,921.1
1163,16278.19
1164,604.56
1165,464.46
1166,7631.99
1167,1266.89
1168,507.0
1169,1742.34
1170,881.61
1171,6194.51
1172,774.49
1173,855.37
1174,3513.33
1175,1338.185
1176,11671.0
1177,559.01
1178,735.59
1179,3658.21
1180,1142.43
1181,4214.65
1182,3171.34
1183,547.87
1184,6269.25
1185,842.92
1186,602.51
1187,740.29
1188,681.7
1189,2168.04
1190,14051.53
1191,437.58
1192,2149.69
1193,7397.53
1194,4996.55
1195,2490.68
1196,1136.79
1197,15907.79
1198,1125.27
1199,13512.32
1200,1007.6
1201,5887.68
1202,2495.97
1203,5392.75
1204,951.1
1205,5054.51
1206,12034.97
1207,7924.31
1208,2692.89
1209,13917.29
1210,12197.52
1211,4742.2
1212,776.0
1213,715.54
1214,7757.5
1215,6947.43
1216,2432.18
1217,1581.33
1218,1288.71
1219,6417.15
1220,7808.75
1221,436.83
1222,13149.66
1223,792.86
1224,9535.72
1225,4042.48
1226,559.82
1227,3968.8
1228,960.63
1229,644.17
1230,694.21
1231,3770.89
1232,647.26
1233,2536.86
1234,3395.54
1235,3938.66
1236,2531.47
1237,3357.94
1238,9607.71
1239,9139.63
1240,1643.1
1241,442.22
1242,5272.73
1243,650.29
1244,5847.72
1245,5660.11
1246,2154.75
1247,4029.39
1248,3025.78
1249,549.23
1250,8114.39
1251,10966.24
1252,412.41
1253,729.71
1254,2222.74
1255,8040.07
1256,1676.87
1257,906.16
1258,8924.58
1259,503.37
1260,5471.28
1261,764.5
1262,1034.83
1263,2788.79
1264,1307.8025
1265,1705.89
1266,1197.27
1267,8591.67
1268,555.39
1269,5983.98
1270,880.69
1271,4085.65
1272,1401.37
1273,835.72
1274,695.91
1275,1022.19
1276,3203.8
1277,3806.78
1278,716.95
1279,1016.37
1280,1394.22
1281,1767.09
1282,12373.79
1283,8519.48
1284,4443.43
1285,2505.04
1286,2961.65
1287,7015.94
1288,3501.33
1289,679.41
1290,2857.81
1291,4167.98
1292,918.61
1293,2276.28
1294,706.9
1295,6310.76
1296,1243.41
1297,1954.46
1298,1712.64
1299,4257.88
1300,7561.37
1301,512.32
1302,6857.07
1303,5464.32
1304,491.82
1305,822.4
1306,1753.33
1307,1612.78
1308,1841.83
1309,9630.1
1310,4207.26
1311,2425.9
1312,3102.35
1313,2013.83
1314,813.32
1315,3180.27
1316,3752.94
1317,585.8
1318,872.78
1319,2049.89
1320,1160.39
1321,7428.23
1322,2792.75
1323,15794.49
1324,718.28
1325,516.93
1326,963.36
1327,3767.66
1328,3033.17
1329,4448.24
1330,610.95
1331,1441.51
1332,739.73
1333,2901.37
1334,3106.74
1335,4032.4
1336,4052.8
1337,757.91
1338,3259.21
1339,604.05
1340,5532.11
1341,4851.2
1342,13487.58
1343,834.48
1344,2219.55
1345,5406.02
1346,2942.79
1347,865.37
1348,702.62
1349,781.58
1350,853.4
1351,431.55
1352,2519.91
1353,1287.76
1354,6330.45
1355,12843.79
1356,965.69
1357,936.46
1358,1293.29
1359,596.4
1360,4976.59
1361,1384.18
1362,630.75
1363,4891.95
1364,14143.44
1365,4200.63
1366,13576.82
1367,670.84
1368,4158.31
1369,503.64
1370,1182.31
1371,997.88
1372,2211.72
1373,15437.41
1374,988.39
1375,3461.4
1376,9099.85
1377,568.72
1378,12788.61
1379,2502.05
1380,1030.92
1381,3467.69
1382,807.77
1383,5996.34
1384,2207.06
1385,716.83
1386,917.06
1387,4944.25
1388,16627.74
1389,7288.51
1390,5997.27
1391,3270.24
1392,1687.48
1393,960.79
1394,10717.66
1395,4797.85
1396,378.34
1397,1876.79
1398,586.33
1399,2943.32
1400,11790.25
1401,16520.45
1402,7045.94
1403,6664.03
1404,8141.03
1405,492.42
1406,1020.45
1407,5047.3
1408,649.9
1409,3259.62
1410,2364.98
1411,544.01
1412,944.14
1413,662.8
1414,6180.85
1415,1969.63
1416,1532.17
1417,3044.21
1418,1055.1
1419,11411.99
1420,7009.27
1421,1336.27
1422,4771.13
1423,8443.04
1424,554.62
1425,1264.31
1426,7236.67
1427,1032.74
1428,556.68
1429,1658.16
1430,4619.48
1431,3909.67
1432,5724.69
1433,4403.74
1434,10434.53
1435,4278.71
1436,5274.15
1437,3777.92
1438,931.14
1439,918.69
1440,957.13
1441,904.77
1442,988.95
1443,4635.66
1444,5111.84
1445,993.88
1446,2912.84
1447,14335.98
1448,862.58
1449,1639.34
1450,829.85
1451,14854.26
1452,4989.92
1453,13216.02
1454,626.22
1455,947.74
1456,12788.59
1457,3497.18
1458,4969.31
1459,895.34
1460,1614.43
1461,2675.38
1462,988.34
1463,1181.86
1464,9058.28
1465,2552.27
1466,8943.94
1467,1046.13
1468,2488.74
1469,1741.69
1470,3116.64
1471,796.66
1472,2902.92
1473,3471.58
1474,635.26
1475,922.66
1476,3764.77
1477,4616.14
1478,656.63
1479,2551.43
1480,2656.08
1481,3171.73
1482,502.36
1483,3630.62
1484,4213.65
1485,1648.35
1486,11115.33
1487,1049.77
1488,2162.07
1489,1655.87
1490,1071.73
1491,1488.8
1492,2315.57
1493,635.01
1494,497.28
1495,630.62
1496,4816.27
1497,6357.88
1498,516.72
1499,965.93
1500,14680.21
1501,4860.02
1502,14221.58
1503,5516.89
1504,528.44
1505,6357.82
1506,918.61
1507,858.8
1508,4435.74
1509,1965.66
1510,1816.4
1511,5227.64
1512,4272.64
1513,3260.03
1514,414.83
1515,13942.76
1516,10374.07
1517,2333.38
1518,1386.03
1519,803.45
1520,4525.35
1521,1776.33
1522,7277.04
1523,4651.78
1524,4361.62
1525,1049.31
1526,5910.4
1527,8223.99
1528,4496.34
1529,685.31
1530,923.97
1531,1474.76
1532,16682.91
1533,546.35
1534,681.8
1535,8778.09
1536,3901.38
1537,2257.2
1538,1480.2
1539,1301.65
1540,7625.95
1541,2787.26
1542,2211.89
1543,725.79
1544,11457.18
1545,851.06
1546,6845.82
1547,557.74
1548,2918.01
1549,1122.87
1550,4978.21
1551,3418.62
1552,7198.08
1553,1141.06
1554,4237.93
1555,2172.27
1556,4497.56
1557,581.7
1558,3998.94
1559,2378.03
1560,1001.45
1561,2962.51
1562,16454.96
1563,3762.07
1564,4410.66
1565,1179.08
1566,4330.63
1567,11939.33
1568,5157.17
1569,4856.85
1570,1281.02
1571,2474.93
1572,4348.43
1573,16676.77
1574,5217.79
1575,2327.49
1576,929.46
1577,10352.08
1578,1669.06
1579,11562.19
1580,889.94
1581,690.9
1582,4646.12
1583,3155.92
1584,1365.15
1585,14948.25
1586,5754.47
1587,2653.01
1588,1913.31
1589,5318.15
1590,637.83
1591,843.64
1592,5861.86
1593,10693.47
1594,2271.78
1595,8332.18
1596,3699.91
1597,3995.16
1598,1043.1
1599,697.66
1600,6092.26
1601,485.28
1602,2198.4
1603,6516.71
1604,1872.68
1605,4209.34
1606,617.25
1607,6512.03
1608,911.44
1609,8434.44
1610,1025.57
1611,451.67
1612,12005.68
1613,2379.78
1614,688.95
1615,840.59
1616,1803.26
1617,12053.04
1618,1961.07
1619,6728.58
1620,6286.92
1621,16841.23
1622,4983.65
1623,5283.89
1624,2457.86
1625,4056.71
1626,4956.13
1627,7213.17
1628,741.72
1629,9164.95
1630,1328.533333333333
1631,7542.66
1632,11072.02
1633,6473.67
1634,772.1
1635,1101.67
1636,5389.59
1637,7341.27
1638,1876.72
1639,943.68
1640,1153.9
1641,1728.78
1642,13420.18
1643,962.03
1644,1664.28
1645,818.88
1646,2035.86
1647,2875.65
1648,856.65
1649,2681.95
1650,16393.24
1651,457.09
1652,5157.96
1653,767.54
1654,4244.38
1655,12043.47
1656,596.88
1657,4940.54
1658,639.02
1659,1785.5
1660,16961.12
1661,7390.3
1662,3381.86
1663,4362.44
1664,10434.54
1665,7699.64
1666,9930.96
1667,3633.43
1668,3720.5
1669,3747.37
1670,933.19
1671,655.13
1672,874.31
1673,1684.0
1674,1808.52
1675,647.96
1676,6862.61
1677,4228.93
1678,458.28
1679,12445.46
1680,1923.01
1681,6879.91
1682,11732.86
1683,686.42
1684,3666.45
1685,668.27
1686,1179.92
1687,1063.59
1688,3126.43
1689,13529.26
1690,744.58
1691,11670.96
1692,2579.83
1693,483.3
1694,671.34
1695,15298.6
1696,2227.99
1697,2604.71
1698,542.42
1699,1637.67
1700,978.65
1701,530.84
1702,2227.38
1703,9862.22
1704,614.42
1705,918.68
1706,8333.21
1707,15926.48
1708,6825.41
1709,6790.2
1710,698.82
1711,731.69
1712,6741.47
1713,1161.58
1714,633.27
1715,3675.14
1716,1667.98
1717,2515.47
1718,4030.89
1719,913.45
1720,550.58
1721,7607.08
1722,3661.19
1723,4967.79
1724,8020.11
1725,738.2
1726,14936.02
1727,1113.2
1728,4519.01
1729,3343.47
1730,2610.45
1731,5399.14
1732,5269.93
1733,5968.91
1734,11736.52
1735,556.86
1736,2601.35
1737,8704.78
1738,14166.75
1739,4472.02
1740,573.15
1741,1714.3
1742,629.43
1743,1090.66
1744,8058.1
1745,1107.22
1746,1733.74
1747,12531.05
1748,6814.42
1749,6087.87
1750,1509.79
1751,1708.9
1752,2836.99
1753,6456.51
1754,2818.27
1755,4623.9
1756,3668.51
1757,618.96
1758,2877.61
1759,2150.94
1760,6844.88
1761,6632.31
1762,455.32
1763,757.4
1764,826.2
1765,2715.81
1766,11094.78
1767,16294.12
1768,2357.83
1769,650.81
1770,846.09
1771,2562.94
1772,9245.18
1773,5011.73
1774,8826.49
1775,1075.1
1776,964.09
1777,658.23
1778,11687.07
1779,1826.85
1780,8807.25
1781,2925.45
1782,5341.76
1783,548.46
1784,7260.15
1785,14359.8
1786,1519.18
1787,2836.71
1788,6413.13
1789,1318.7
1790,4701.44
1791,1892.38
1792,1842.88
1793,1016.69
1794,452.02
1795,16178.6
1796,5437.32
1797,634.25
1798,10801.0
1799,860.01
1800,3328.18
1801,4245.67
1802,5640.42
1803,6663.42
1804,711.34
1805,892.67
1806,5441.41
1807,823.99
1808,1152.97
1809,5624.3
1810,2383.59
1811,1482.56
1812,752.56
1813,836.54
1814,4184.75
1815,1700.93
1816,2627.73
1817,635.77
1818,4483.96
1819,3039.73
1820,16753.84
1821,9182.75
1822,751.8733333333334
1823,5703.93
1824,1105.7
1825,5455.69
1826,1666.92
1827,838.15
1828,1087.11
1829,15615.29
1830,8670.25
1831,2192.3
1832,525.58
1833,4266.82
1834,14714.03
1835,6312.07
1836,4741.59
1837,599.57
1838,4431.71
1839,6194.01
1840,809.8
1841,5622.72
1842,710.5
1843,4098.15
1844,5508.7
1845,2752.94
1846,1395.746666666667
1847,15759.94
1848,4636.79
1849,689.18
1850,13646.44
1851,1775.87
1852,4486.11
1853,850.0
1854,1585.77
1855,1035.22
1856,9061.29
1857,1006.25
1858,844.35
1859,5368.04
1860,1623.07
1861,1750.99
1862,2034.63
1863,5029.26
1864,1927.67
1865,4834.41
1866,913.54
1867,4729.25
1868,4318.0
1869,1894.23
1870,1435.82
1871,3146.19
1872,1980.89
1873,606.23
1874,538.95
1875,6572.82
1876,5843.97
1877,2183.94
1878,572.52
1879,710.16
1880,6939.76
1881,4406.62
1882,12282.06
1883,4405.13
1884,5334.15
1885,1325.35
1886,3799.44
1887,4401.75
1888,2309.42
1889,2651.26
1890,1084.05
1891,1927.89
1892,1807.54
1893,7513.17
1894,5134.42
1895,7357.42
1896,9123.69
1897,1641.09
1898,10630.22
1899,699.28
1900,5210.25
1901,1489.57
1902,1386.39
1903,4330.34
1904,4727.7
1905,5024.12
1906,592.9
1907,6225.87
1908,590.0
1909,10594.68
1910,5274.87
1911,12259.3
1912,7121.1
1913,2800.9066666666663
1914,1480.62
1915,1709.78
1916,492.49
1917,4475.82
1918,12150.85
1919,7770.47
1920,4504.0
1921,5830.03
1922,5365.14
1923,3288.52
1924,1093.12
1925,5373.35
1926,2099.22
1927,8934.63
1928,1628.6
1929,14219.07
1930,8006.62
1931,9838.8
1932,904.2
1933,9526.12
1934,8422.99
1935,9788.28
1936,1515.74
